person_id,political_party,source,description,value
1813,d,Michae! snd Barbara Fuss,"4 day rp 10 vacation home of Evans in Scotsdale, AZ, lodging and tran Sporubon","32,100.00"
1813,d,Ronald and Sharon Rivett,"fishing trip to Sitka, Alaska, for self and spouse, lodging and food incl","$1,500.00"
1813,d,Michael and Barbara Evans,"trip to vacation home rented by the Evans in Scotsdale, AZ","$1,200.00"
1813,d,Michael and Barbara Evans,"5 day trip to vacatiion home of Evans in Scotsdale, AZ; lodging and tran sportation","$1,900.00"
1813,d,"Michael and Barb Evans of Aberdeen, SD.","reporter & JN . guests, private plane, Aberdeen, S.D. Kallisbelle, MT (round trip)","$1,200.00"
1813,d,"Michael and Barb Evans of Aberdeen, SD.","reporter & spouse, guests, private plane, Memphis, TN to Aberdeen, S.D",$600.00
1813,d,"Michael and Barb Evans of Aberdeen, SD.","reporter & spouse, guests, private plane, Aberdeen, S.D. to New Orleans",$600.00
1810,d,Dale Chihuly,Drawing,"$16,000.00"
1810,d,Flora Mace and Joey Kirkpatrick,Drawing,"$5,000.00"
1810,d,"Bennett, Artist/friend",Necklace « metal/Tormca/plastic,$650.00
1807,d,ADVANCEMENT OF THE AMERICAN LEGAL SYSTEM,,
1807,d,County Lawyers Association,"Engraved ""Orrefors"" « Crystal Bowl",$550.00
1805,d,Wins'on & S‘'rawn __>,-os’ec a 300¢ Signing “or a Zioo< Autorec,"$7,500"
1805,d,De”au Co'eceo’ .aw,os'ec a 300¢ Signing “or a 300¢< Au:orec,$250
1791,r,3.,EE IES IIL — - a is,
1779,r,FEDERAL BAR ASSOCIATION (MIAMI),2 TICKETS ANNUAL INSTALLATION DINNER,$350.00
1779,r,FEDERAL BAR ASSOCIATION (M1 AMD,2 TICKETS ANNUAL INSTALLATION DINNER,$350.00
1779,r,Federal Bar Association (Miami),2 Tickets Annual Installation Dinner,$350.00
1779,r,Federal Bar Association (Miami),2 Tickets Annual Installation Dinner,$350.00
1758,d,American Board of Trial Advocates,Dues waiver (estimated),
1758,d,Southem Hills Country Club,Reduced annual dues,
1758,d,"Tulsa Country Club - RESIGNED in December, 2008 - See note Part VIII.",Honorary Membership,"$1,000.00"
1752,d,Union League Club of Chicago,"Privilege holder (< dues than member, privilege of using facilities at standard fees)","$2,000.00"
1752,d,Union League Club of Chicago,"Privilege holder (< dues than member, privilege of using facilities at standard fees)","$2,000.00"
1752,d,Union League Club of Chicago,Privilege holder (< dues than member; privilege of using facilities @ standard fees),"$1,800.00"
1752,d,Umon League Club of Chicago,Hoxwary aesnbersinp (redaced does),
1752,d,Union League Club of Chicago,Honorary membership (reduced dues),
1752,d,Union League Club of Chicago,Privilege holder (< dues than member: privilege of using facilities @ standard fees),"$1,800"
1752,d,Union League Club of Chicago,Honerary membership (reduced dues),
1752,d,Union League Club of Chicago,Privilege holder (< dues than member; privilege of using facilities @ st andard fees),"$1,800"
1752,d,Union League Club of Chicago,Honorary membership (reduced dues),
1752,d,Union League Club of Chicago,Privilege holder (< dues than member; privilege of using facilities @ standard fees),"$1,800.00"
1752,d,Union League Club of Chicago,Honorary membership (reduced dues),
1752,d,Umion League Chub of Chicago,Privilege holder (< dues than member; privilege of using facilities @ standard fees),"$1,800.00"
1752,d,Umion League Chub of Chicago,Privilege holder (< dues than member; privilege of using facilities @ standard fees),$18.00
1752,d,Umion League Chub of Chicago,Privilege holder (< dues than member; privilege of using facilities @ standard fees),"$1,800.00"
1752,d,Umion League Chub of Chicago,Privilege holder (< dues than member; privilege of using facilities @ standard fees),"$1,800.00"
1752,d,Umion League Chub of Chicago,Privilege holder (< dues than member; privilege of using facilities @ standard fees),"$1,800.00"
1752,d,Umion League Chub of Chicago,Privilege holder (< dues than member; privilege of using facilities @ standard fees),"$1,800.00"
1752,d,Umion League Chub of Chicago,Privilege holder (< dues than member; privilege of using facilities @ standard fees),"$1,800.00"
1752,d,Umion League Chub of Chicago,Privilege holder (< dues than member; privilege of using facilities @ standard fees),"$1,800.00"
1748,d,NONE {No suc reportable gifts),,
1747,r,Bolch Judicial Institute at Duke Law School,Bolch Prize,"$10,000.00"
1747,r,Bolch Judicial Institute at Duke Law School,Bolch Prize,"$30,000.00"
1747,r,National Constitution Center,Liberty Medal,"$100,000.00"
1744,r,Mon League Club of Chicago. IL,Non-voting member priveledge for any judge at $68/mo vs. $227/mo for voting members,
1736,d,Brooklyn Law School,Tiffany Bow! for Alumni of the Year Award,$40.00
1736,d,Brooklyn Law School,Table for Alumni Luncheon Honoring Reportee,$935.00
1723,r,UNITED NATIONAL BANK,PERSONAL GUARANTOR OF LLC BANK DEBT,
1723,r,MVB BANK INC,PERSONAL GUARANTOR OF LLC BANK DEB],rn
1717,d,Laredo Country Club (not member as of year end. See Paragraph VIII),Honorary Membership,"$1,800.00"
1717,d,Laredo Country Club,Honorary Membership (No dues but pay for any services),
1717,d,Laredo Country Club,Honorary Membership (No dues but pay for any s¢,
1717,d,Laredo Country Club,Honorary Membership (No dues but pay for any services),
1715,d,Perce Atwood LLP,Conmbution to cost of investiture reception,"$12,626.00"
1713,r,Notre Dame Law School,"$2000 to Washington Jesuit Academy, Washmgton, DC, by Law School","$2,000.00"
1702,d,Healther Kilpatrick and Steve Byers,Wedding gift - Carving set,
1702,d,Earl and Elizabeth Menard,60th birthday gift - whisky,
1702,d,Rena Zurofsky,Wedding gift - bowl and platter,
1702,d,Dr.& Mrs. Sanders Borisoff,Wedding gift - picture frame,
1702,d,Hon & rx icoxmr B. Sand,Wedding gift - coasters,
1702,d,& Mrs. Matthew Nimitz,Wedding gif! - plates and bowis,
1702,d,Diane Zinmeomad & Csvin Lermmm,Wedding gift - table lincas,
1702,d,Kate Woodman & Walter P. Loughlin,Woddmg gift - tabxxoth,
1702,d,Marcia Chambers & Stanton Wheeler,Wedding gif! - salad bowls,
1702,d,Hon. Paul Borman,‘Wedding gift - gift certificate,
1702,d,Prof & Mrs. Charles Peskin,Wedding gift - gift certificate,
1702,d,& Mrs. Peter Felcher,‘Woddmg gift - par of glasses,
1702,d,Mr. & Mrs. Arthur Leary,‘Wedding gift - vase,
1702,d,Zack Richard,Wedding gift - photograph,
1702,d,Minna Schrag & David Goldblatt,Wedding gift - candlesticks,
1702,d,2 Mr. & Mrs. Peter Richard,‘Wedding gift - porcelain bowl and photo album,
1702,d,Trudi Schutz,Wedding gift - serving dish,
1702,d,& a. Mochac] Cook,Engagement gift - pair of glasses,
1702,d,& Mrs. David Spurr,Engagement gift - wine,
1700,r,Limited Membership privileges,Union League Club of Chicago,
1700,r,Union League Club of Chicago,Membership privileges,
1700,r,Union League Club of Chicago,Limited membership privileges,$864.00
1700,r,Union League Club of Chicago,Limited membership privileges,$840.00
1700,r,Limited Membership privileges,Union League Club of Chicago,
1699,d,"John R. McGinley, Jr",Jewelry and Personal Gifts Em rr ———————————,"$2,800.00"
1699,d,"John R. McGinley, Jr","Family trip to Jacksonville, Florida","$3,500.00"
1699,d,"John R. McGinley, Jr",Steeler Playoff Tickets,$900.00
1699,d,"John R. McGinley, Jr",Football Tickets,"$2,000.00"
1699,d,"John R. McGinley, Jr",Jewelry,"$1,200.00"
1699,d,James E. Novels,Guided Fishmg Trp,
1692,d,Robert Mitchell,Cash Gift,
1691,d,THE UNIVERSITY OF CHICAGO LAW SCHOOL.,THE PUBLIC AND ITS GOVERNMENT BY FELIX FRANKFURTER (FIRST EDITION: SIGNED BY AUTHOR),$499.94
1679,r,New York Intellectual Property Law Assn.,"travel, food and lodging for attendance at Annual Gala","$1,518.00"
1679,r,"New York Intellectual Property Law g Assan,","travel, food and lodging for attendance at Annual Gala","$1,425.00"
1679,r,Aspen Institute Third Circunt Justice & Society Seminar,"travel, food and lodgmg to attend semmar","$1,098.41"
1679,r,University of Naples Federico Il,"Airline ticket to Naples, laly","$1,464.20"
1679,r,"Singapore, Ministry of Law in Singapore to the Judiciary",Tr a aT or TE TET a Am Tp ge re,
1677,d,Former & current law clerks,Wentworth Gallery Gift Certificate (10th Anmversary Gift),$500.00
1677,d,Gaft from 2014-2018 clerks,Season theatre hickets,$650.00
1670,d,University of Georgia Athletic Association,2019 Season Football Tickets,$465.00
1670,d,Sister of Spouse,Gift to Spouse,"$4,800.00"
1670,d,Umversity of Georgia Athletic Association,"2018 Season Football Tickets, LSL Game, and Flonda Game",$821.00
1670,d,Sister of Spouse,nit to Spouse,"$4,800.00"
1670,d,University of Georgia,football tickets,"$1,004.00"
1670,d,Umversaty of Georgia,basketball nckets,$450.00
1670,d,University of Georgia,2016 Football Home Season Tickets,$630.00
1670,d,Umversity of Georgia Athletic Association,"2017 Football Tickets ( 170.00 Notre Dame, 120.00 Auburn, 300.00 Season Tickers),",$590.00
1670,d,(sister of spouse),cash to spouse,"$4,800.00"
1670,d,Umversity of Georgia,Taxslayer Bowl Game Tickets,$200.00
1670,d,University of Georgia,NCAA 2015 Basketball Championship Tickets,$200.00
1670,d,Umversity of Georgia,2015 Football Season Tickets,$630.00
1670,d,Umversity of Georgia,Bullova Leather Bund Watch ( UGA Athletic Board),$1110.00
1659,r,TRUST,CASH,"$13,000.00"
1659,r,TRUST,CASH,"$13,000.00"
1659,r,Se,CASH,"$14,000.00"
1659,r,,CASH,"$14,000.00"
1659,r,3.,CASH,"$13,000.00"
1659,r,TRUST,CASH,"$14,000.00"
1659,r,HEE TRUST,CASH,"$14,000.00"
1659,r,TRUST,CASH,"$13,000.00"
1659,r,TRUST,CASH,"$13,000.00"
1655,r,The Houston Club,Reduced price membership fee and dues,
1655,r,Reduced price dues,The Houston Club (see note Part VIII),$833.00
1617,d,James E. Davidson,Flight to obtain medical care.,"$2,500.00"
1617,d,James E. Davison,See note in part VIII for description,
1617,d,Louise W. Tyler,"""7 Shares Walmart","$12,012.00"
1617,d,James E. Davison,See note in part VIII for description.,"$7,100.00"
1617,d,James E. Davison,See note in part VIII for description.,"$6,650.00"
1617,d,James E. Davison,See Note in Part VI for Description,"$4,800.00"
1617,d,James E. Davison,See Note in Part VI for Description,"$5,000.00"
1617,d,James E. Davison,"See note in part VII for description,","$4,400.00"
1617,d,James E. Davidson,Flight to obtain medical care,"$2,500.00"
1614,r,New York Inteliectual Property Law Association,"Steuben giass sculpture ""Star Stream” given as Outstanding Public Service Award",$900.00
1614,r,Alexander S. Onassis Pulic Benefit Foundation,Museum Replica of a Cycladic Statue,$350.00
1609,d,John Steele,Painting,$580.00
1609,d,Oprah Winfrey,Congratulatory floral arrangement,"$1,200.00"
1609,d,"Advance Magazine Publishers Inc., d/b/a Condé Nast/Vogue Magazine",Designer dress and jacket worn in photo shoot,"$6,580.00"
1609,d,John Steele,Painting,$580.00
1609,d,Oprah Winfrey,Congratulatory floral arrangement,"$1,200.00"
1609,d,"Advance Magazine Publishers Inc., d/b/a Condé Nast/Vogue Magazine",Designer dress and jacket worn in photo shoot,"$6,580.00"
1609,d,Mr Jason Lemkin (spouse's college roommate),Paid for house rental mm Hawan for las family and mvited Jacksons 10 oin,S1.500.00
1602,d,"Trout Cachens, PLLC",Reception in honor of confirmation/investiture,"$38,800.00"
1602,d,"Trout Cachens, PLLC (former law firm)",Judicial robe,$36.00
1575,d,Mrs. Ruth Goldman,Cufflinks,$450.00
1558,d,Arizona State University Sandra Day O'Connor College of Law,2018 O'Connor Justice Prize Dinner (for me and spouse at 250.00 ea.),$500.00
1558,d,Sandra Day O'Connor College of Law,Justice Prize Dinner & Reception (O'ConnorlusticePrize.org) for 2 (Spouse & Me),$500.00
1558,d,U.S. District Court,Reception Food for Investiture (Citron Catering),"$3,500.00"
1558,d,"Squire, Patton Bogs PC, LLC (former law firm)",Reception Bevarage Host for Investiture,"$1,055.93"
1558,d,Sandra Day O'Connor College of Law,Justice Prize Dinner & Reception (O'ConnorlusticePrize.org) for (spouse &1,$500.00
1530,r,West Publishing,Reporters (books) for official use,
1530,r,West Publishing,Reporters (books) for official use.,
1530,r,‘West Publishing,Federal Reporter for ®fhicial Use,
1530,r,West Publishing,Reporters (books) for official use,
1525,r,Wells Fargo Bank,Mortgage - Investment Real Property,880
1525,r,Clo Bank Mastercard,Credit Card,
1521,d,"First Tecera.. (F..orence, S. C. )",Promissory Yote,
1518,d,Allegheny County (PA) Bar Association,"Printing and postage related to mvestiture ceremony held January 20, 2012",$822.93
1500,r,Renaissance Weekend,"Registration Fee Waiver $2,200 and hotel $1,411.20 (self ", 
1500,r,Renaissance Weekend,"Registration Fee Waiver $2,200 and hotel $1,411.20 (self ", 
1500,r,Renaissance Weekend,Registration Fee Waiver (self & spouse),"$2,200.00"
1500,r,"Dan Anthony, Manager for Glenna Goodacre",Glenna Goodacre Coin Collectible Sacagawea Terra Cotta,$350.00
1500,r,Ray Potts,"Tickets, The Foundation for Okla. City Public Schools 2015 Wall of Fame Awards Dinner",$400.00
1500,r,Jen Towler,"watch, luggage, clothing, electronics",$731.00
1500,r,Oklahoma City Museum of Art,Calligraphic Commemorative Resolution,"$3,080.00"
1500,r,Former and current law clerks,Portrait for 10 years on the bench,$500.00
1500,r,Former and current law clerks,Stemware and photo frame for wedding gift,"$1,890.00"
1500,r,Robert Henry,Greenbag Bobblehead of Supreme Court Justice Thurgood Marshall,$495.00
1500,r,Jeri D. Towler,Pen (S250) and clothing ($234),$484.00
1484,r,University Club,orary Membership,
1484,r,University Club,Honorary Membership ree eceem————————,
1484,r,University Club,Honorary Membership,"$1,500.00"
1484,r,"Kirkland & Ellis LLP, Washington, DC",Pro bono legal services and costs,"$21,662.00"
1469,r,American Judicature Society,Devitt Award,"$15,000.00"
1455,d,Federal Bar Association,Monetary donation toward Investiture Reception « Music,$500.00
1422,d,"Federal Bar Association, Northern District of Ohio Chapter",Donation toward public mvestiture,"$2,500.00"
1422,d,Toledo Bar Association,Judge's robe,$495 13%
1410,d,Gregg Bernstein,Unpaid Legal Services,"$50,000.00"
1405,r,Dallas Bar Association,Payment for investiture reception and staging,"$2,500.00"
1405,r,Thomson % Knight (my former law fir m/( SR current firm),Payment for investiture reception,$4000.00
1405,r,Baker Botts (my former law firm),Payment for investiture reception,"$4,000.00"
1398,d,Duke University,Academic Scholarship and Academic Fees,"$18,550.00"
1395,d,"Kirkland & Ellis, LLP, Washington, DC.",Pro Bono legal representation and costs,$67082.00
1395,d,Lawrence S Kartigner,Two Laker's Basketball Tickets,"$5,500.00"
1395,d,"Kirkland & Ellis, LLP, Washington, DC.",Pro Bono legal representation and costs,"$10,000.00"
1395,d,"Kirkland & Ellis, LLP, Washington, DC.",Pro Bono legal representation and costs,"$48,844.00"
1371,d,Exempt,,
1363,r,Academy of Trial Lawyers of Allegheny County,Honorary Membership,$750 SO.00
1363,r,Academy of Tnal Lawyers of Allegheny County,Honorary Membership,$600.00
1363,r,Academy of Trial Lawyers of Allegheny County,Honorary Membership,$600.00
1363,r,Academy of Trial Lawyers of Allegheny County,Honorary Membership,$750.00
1363,r,Academy of Trial Lawyers of Allegheny County,Honorary Membership,$750.00
1363,r,Academy of Trial Lawyers of Allegheny County,Honorary Membership,$600.00
1363,r,Academy of Trial Lawyers of Allegheny County,Honorary Membership,$600.00
1363,r,Academy of Trial Lawyers of Allegheny County,Honorary Membership,$750.00
1345,r,David A. Blanton,apparel,$493.78
1345,r,David A. Blanton,apparel,$493.78
1345,r,David A. Blanton,gift card,$500.00
1345,r,David A. Blanton,appliance,
1345,r,David A. Blanton,decorative item,
1345,r,David A. Blanton,apparel,
1345,r,"}, David A. Blanton",apparel,
1345,r,David A. Blanton,,
1345,r,David A. Blatiten,apparel,
1345,r,David A. Blanton,books and games,
1345,r,David A. Blanton,airline ticket,
1345,r,David A. Blanton,appar,
1345,r,David A. Blanton,Decorative item,
1345,r,David A. Blanton,Books,
1345,r,David A. Blanton,Jewelry,
1345,r,David A. Blanton,Apparel,
1345,r,David A. Blanton,apparel,"$1,660.00"
1345,r,David A. Blanton,household good & Turmshings,$840.00
1345,r,David A. Blanton,apparrel,$438.00
1345,r,David A. Blanton,jewelry,"$12,700.00"
1345,r,David A. Blanton,apparrel,$537.00
1345,r,David A. Blanton,jewelry,"$2,000.00"
1345,r,David A. Blanton,home furmshings,"$2,500.00"
1345,r,David A. Blanton,fumiture,$699.00
1345,r,David A. Blanton,accessones,$1495.00
1345,r,David A. Blanton,apparel,$300.00
1345,r,David A. Blanton,home furmshings,"$1,795.00"
1345,r,David A. Blanton,fumiture,$947.00
1345,r,David A. Blanton,books,$35.00
1345,r,David A. Blanton,gift card,$500.00
1343,d,Wright Jewelers,Diamond (drawing among customers),
1330,d,Robert Anello,Tickets to attend U.S. Open,$500.00
1322,r,Diamond M Drilling,Hunting Trip,
1322,r,The City Club,Honorary Membership,
1322,r,Diamond M Drilling,Hunting Trip,
1322,r,The City Club,Honarary Membership,
1322,r,Diamond M Drilling,[Hunting Trit,
1322,r,The City Club,tionerary Membership,
1322,r,Ken Bailey Ranch,Hunting Trip,
1322,r,Diamond M Drilling,Hunting Trip,
1322,r,The City Club,Honorary Membership,
1322,r,Franks Casmg Crew,Hunting Trip,"$2,500.00"
1322,r,Clayton Clark,Hunting Trip,"$2,500.00"
1322,r,Alfred Lipman,Hunting Trip,$500.00
1322,r,Frank's Casmg Crew,Hunting Trip,"$2,000.00"
1313,r,Amencan College of Trial Lawyers,Membership dues and mecting registration {ces,"$1,725.00"
1313,r,American College of Trial Lawyers,Membership dues and meeting registration fees,$725.00
1313,r,American College of Trial Lawyers,Membership dues and meeting registration fees,$725.00
1313,r,American College of Trial Lawyers,Membership dues and annual meeting registration fees,$800.00
1313,r,American College of Trial Lawyers,Membershup dues,$725.00
1313,r,American College of Trial Lawyers,Membershup dues,$725.00
1313,r,American College of Trial Lawyers,Membershup dues,$800.00
1313,r,American College of Trial Lawyers,Membership dues and meeting registration fees,"$1,725.00"
1313,r,American College of Trial Lawyers,Membership dues and annual meeting registration fees,$3675.00
1311,d,Parker Hanmifin Company,"February 28, 2018 - March 3, 201%, flight to Montana with executive friend.","$1,300.00"
1311,d,Parker Hanmifin Company,Roundtrip transportation from Cleveland to Utah with frend who a Parker executive.,$7100.00
1311,d,Parker Hanmifin Company,Roundtrip transportation from Cleveland to Utah with frend who a Parker executive.,$7100.00
1310,d,Club privileges at a rate reduced from full membership.,Union League Club of Chicago,
1310,d,Union League Club of Chicago,Club privileges at a rate reduced from full membership.,
1310,d,Union League Club of Chicago,Club privileges at a rate reduced from full membership,
1310,d,Union League Club of Chicago,Club privileges at a rate reduced from full membership.,
1305,r,Scruggs Law Firm,Courtesy waiver of attorney's fees,
1302,r,American College of Trial Lawyers,Membership,$600.00
1302,r,Judge Christina Snyder,Dodgers Tickets,$400.00
1302,r,Aaron Malo,Lakers Tickets,$400.00
1302,r,American College of Trial Lawyers,Membership,$600.00
1302,r,Aaron Malo (long time friend),A Laker Ticket for me and for my spouse,$490.00
1302,r,American College of Trial Lawyers,Membership,$600.00
1302,r,American College of Trial Lawyers,Membership,$600.00
1302,r,American College of Trial Lawyers,Membership,$600.00
1302,r,American College of Trial Lawyers,Membershup,$600.00
1302,r,American College of Trial Lawyers,Membershup,$600.00
1302,r,American College of Trial Lawyers,Membershup,$600.00
1302,r,American College of Trial Lawyers,Membershup,$600.00
1302,r,Aaron Malo (long time friend),A Luker Ticket for me and for my spouse,$490.00
1302,r,American College of Trial Lawyers,Membershup,$600.00
1302,r,Aaron Malo (long time friend),Lakers Game Tickets for 11/12/13,$450.00
1302,r,American College of Trial Lawyers,Membershup,$600.00
1302,r,Aaron Malo (long time friend),Lakers Game Tickets for 3/17/13,$450.00
1302,r,Maury Wills,Dodger Tickets for 4/27/12 and 5/9/12 (value unknown but combined. likely over $350),$500.00
1302,r,American College of Trial Lawyers,Membershup,$600.00
1302,r,American College of Trial Lawyers,Membershup,$600.00
1299,r,Mr. and Mrs. William McDaniel,St. Louis Cardinal baseball tickets and parking pass,$400.00
1299,r,Mark Vittert,Golf fees at American Club,$960.00
1299,r,Mark and Carol Vittert,"Three nights lodging, food, and use of car in St. Emilion, France","$1,500.00"
1299,r,Robert McCoole,Entrance fee for golf tournament,
1299,r,And Mrs. Mark Vittert,2 Wakefield-Searce Silver Cups,
1299,r,Bemice Houlihan,Cash Gift,"$1,000.00"
1299,r,Bernice Houlihan,Silverware,"$1,500.00"
1299,r,Bemmice Houlihan,$10 gold coin,$800.00
1299,r,And Mrs. Mark Vittert,Wakefield-Scarce Sterling Cup,$465.00
1299,r,Paradowski Creative,Two tickets to National Children's Cancer Society Dinner,"$1,000.00"
1299,r,And Mrs. Gabe Bockhorst,2 tickets Epworth Center Gala,$600.00
1299,r,And Mrs. Mark Vittert,"Purse, clothes",$500.00
1299,r,James Danaher,"Sweater, Botanical Leaf Cheese Board, candlesticks",$630.00
1299,r,And Mrs. Tom Schlafly,Two tickets to St. Lows Public Library Gala,"$3,000.00"
1299,r,Jim and Kathleen Rubie,St. Louis Cardinal Baseball Tickets,$451.00
1299,r,Mark and Carol Vittert,"Three nights lodging, food, and use of car in St. Emilion, France","$1,500.00"
1299,r,Mark Vittert,Golf fees at American Club,$06.00
1299,r,Mr. and Mrs. William McDamel,St. Louis Cardimal and Kansas City Chief tickets,"$74,12.00"
1291,d,Duke University,Academic Scholarship and Academic Fees,"$18,550.00"
1291,d,Raymond Peroutka,birthday gift-shotgun,"$1,800.00"
1281,d,Awards Final Judging Metting,,
1252,d,Union League Club of Chicago,Reduced annual dues for judges,
1252,d,Umon League Club of Chicago,Reduced annual dues for udges,
1252,d,Aspen Institute,"Lodging, meals, study material for 11/5-11/7 seminar",$727.44
1250,r,Bob Todd,Fishing rod,$500.00
1250,r,Canon & Lyndia Harvey (friends),hospitality (value 1s source's estimate),$400.00
1250,r,The Hon. Terrence (YBrien,Watercolor Pamting,"$1,000.00"
1242,d,McDonald Carano Wilson LLP,office desk,"$2,260.30"
1242,d,McDonald Carano Wilson LLP,contribution towards the cost of the reception for my investiture,"$4,778.69"
1229,r,Oceama Cruse Lines,"3 day ""cruise to nowhere”, maugural crise for the ship Mara, from port of Miami","$1,000.00"
1229,r,2.,"February 5-7, 2011,",
1225,d,"HALL, LAMB & HALL, PA",POINTS TO PAY AIRFARE TO ATTEND COMMENCEMENT CER EMONY AT WARSAW UNIVERSITY LAW SCHOOL,"$3,392.80"
1225,d,CATHAY PACIFIC,UPGRADE TO FIRST CLASS TO HONG KONG,"$6,000.00"
1216,d,"George Hanna, Dir. of Investigation, Major League Baseball",Ticket to MLB All-Star Game,$600.00
1216,d,Major League Baschall,4 tickets to ALDS game ($1.124); ticket to ALCS game ($350),$1474.00
1215,d,Anchorage Bar Association,Conmbution to mvestiture,"$2,500.00"
1213,d,The Berggruen Institute,Prize for Philosophy and Culture (donation to various charitable organizations),"$1,000,000.00"
1213,d,Jewish Culture in Sweden,Gilel Storch Award (donation to various charitable organizations),"$27,000.00"
1213,d,Glamour Women of the Year,Award reciprent gift bag,"$2,500.00"
1213,d,Supreme Court of Korea,Roundtrip Airfare,"$8,220.00"
1213,d,Washington National Opera,Opera costume from my opening night performance in The Daughter of the Regiment,"$4,500.00"
1212,r,University Club of Washington,‘Waiver of monthly dues,
1212,r,Waiver of monthly dues,University Club of Washington,
1212,r,Waiver of monthly dues,University Club of Washington,
1212,r,Columbia University,opera tickets,
1212,r,University Club of Washington,Waiver of monthly dues,"$2,100.00"
1212,r,William Little,2 Washington National Opera Tickets,$400.00
1212,r,University Club of Washington,Waiver of monthly dues,
1207,d,,Ad. INI NAANALR J ANIA Y,
1173,r,,"Plaque (Coat of Arms); Oil painting of LDG crthouse; Portrait, Autogr aphed football","$2,500.00"
1172,r,"Santurce Crabbers, Inc",Season tickets,$600.00
1172,r,"Santurce Crabbers, Inc",Season tickets,$200.00
1172,r,"Santurce Crabbers, Inc",Season tickets,$800.00
1172,r,Bankers Club,"Honorary Membership (Jan. to Oct., 2008)",$800.00
1172,r,Santurce Crabbers,Season tickets,
1172,r,Santurce Crabbers Basketball Club,Season nckets,$600.00
1172,r,Santurce Crabbers Basketball Club,Season nckets,$600.00
1172,r,"Guaynabo Mets Basketball Club, Inc",Season nekets,$600.00
1172,r,"Santurce Crabbers, Inc",Season nekets,$600.00
1172,r,Santurce Crabbers Basketball Club,Season nckets,$600.00
1155,d,Former Law Clerks,Gift for 20th Anniversary as Judge: Comic Book Collection,$7100.00
1141,r,Mr. & Mrs. Ray Hunt,4 Kansas City Cleef football team season tickets and two parking passes,S5.360.00
1141,r,& Mrs. Ray Hunt,4 Kansas City Chiefs football team season tickets and two parking passes,"$7,205.00"
1141,r,Mr. & Mrs. Ray Hunt,4 Kansas City Cheefs football team season tickets and two parking passes,"$3,520.00"
1141,r,Mr. & Mrs. Ray Hunt,4 Kansas City Cheefs football team season tickets and two parking passes,"$5,360.00"
1127,r,Tulsa Country Club,Honorary Membership (dues/part year),"$1,800.00"
1127,r,Tim & Kim Nguyen,Wooden carving of Eagle on Globe,$400.00
1127,r,Tim & Kim Nguyen,Bronze statue of Lady Justice,"$1,700.00"
1124,d,,,$400.00
1124,d,,Frederick Douglass Awards Dinner [ms,$450.00
1124,d,Peter Halle and Carolyn Lamm,Roundtrip airfare to Nantucket,"$1,300.00"
1124,d,Peter Halle and Carolyn Lamm,Kennedy Center Honors for Judge Friedman and wife,$100.00
1124,d,Cherry Dogget,National Symphony Orchestra Gala for Judge Friedman and wife,$700.00
1124,d,Edand Andy Smith,Wolf Trap Ball for Judge Friedman and wife,$450.00
1124,d,Wayne and Catherine Reynold,Dinner for Judge Friedman and wife on two occasions,$500.00
1124,d,Cherry Doggett,National Symphony Orchestra Ball,$500.00
1124,d,Professor Stephen Saltzburg,Federal Rules of Evidence Treatise (11th edition),SEN0.00
1124,d,See attached Rider C,,
1124,d,See attached Rider C,,
1124,d,,National Symphony Orchestra Ball,$800.00
1124,d,,Washington Ballet Annual Ball,$500.00
1124,d,,Hotel & related expenses in connection with her wedding,$375.00
1124,d,See attached Rider C,,
1124,d,,2014 Vincent Scully Prize Gala,$500.00
1124,d,,i edihon of us treatise on F clea!,$830.00
1124,d,"¥sume as above, linc 4",The ARC Annual Benefit,$400.00
1124,d,*sume as above: line 2,Washington Nationals game,$160.00
1124,d,,Women's Musuem Dinner,$400.00
1124,d,"*same as above, linc 4",Washington Ballet Annual Ball,$500.00
1117,d,Cheyenne Family YMCA,Family membership,$583.00
1117,d,Cheyenne Family YMCA,Family membership,$60.50
1117,d,Cheyenne Family YMCA,Family membership,$60.50
1117,d,Cheyenne Family YMCA,Family membership,$8831.00
1117,d,Cheyenne Family YMCA,I membership,$60.50
1117,d,Cheyenne Family YMCA,Family membership,$8831.00
1117,d,Maurice Brown,"Transportation, food, beverages to attend, as a guest, Denver Bronco game on 12/28/14",$750.00
1117,d,Cheyenne Family YMCA,,$60.50
1114,d,Association of Business Trial Lawvers,Honorary membership; 3 dinner meetings,$420.00
1114,d,San Mateo County Bar Association,Honorary membership; 3 judges’ lunch events,$380.00
1114,d,Federal Bar Association,"Conmbution to induction ceremony, Annual judges’ lunch",$8710.00
1076,r,Union League Clu» Chricago. I. inois,Feceral. Judicial. Guest Privileges,
1073,r,"The City Club, Dallas, TX",Waiver of initiation fee. (See Part VIII).,$500.00
1069,d,Mark and Marsha Matthews,Case of We and Champagne (weddmg gift),$100.00
1069,d,"Corbin, Athey & Martinez LLP",Judicial Robe,$818.00
1069,d,Katherine George,Wedding Gift -« Catalina Lodging,$500.00
1067,d,1.,A et ed TE Pere So Tt i a Ee ——,
1067,d,1.,Pe A TIE AA MUNA. sis re Sh,
1063,r,Manuel N. Stamatakis,4/18/08 - 2 Tickets to Greater Philadelphia Chamber of Commerce Willi am Penn Award,$650.00
1063,r,Barnes Foundation,Guest with wife at Inaugural Gala (5/18/12),"$1,000.00"
